project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_2132,Web application security audit,PCI-DSS,deep,424,386062,38,3,16,19,40
Project_2133,Web application security audit,PCI-DSS,standard,207,51900,11,1,0,10,80
Project_2134,Web application security audit,GDPR,standard,154,408899,40,5,19,16,40
Project_2135,Web application security audit,PCI-DSS,deep,398,188117,29,5,21,3,40
Project_2136,Web application security audit,ISO 27001,deep,33,32333,6,2,4,0,64
Project_2137,Web application security audit,OWASP,deep,325,95647,21,1,16,4,40
Project_2138,Web application security audit,OWASP,standard,380,125201,24,0,4,20,64
Project_2139,Web application security audit,PCI-DSS,standard,378,32516,2,0,1,1,95
Project_2140,Web application security audit,PCI-DSS,deep,68,340454,7,3,2,2,60
Project_2141,Web application security audit,PCI-DSS,deep,156,251492,10,2,1,7,69
Project_2142,Web application security audit,ISO 27001,standard,205,216970,15,3,5,7,43
Project_2143,Web application security audit,PCI-DSS,deep,408,43625,4,3,0,1,69
Project_2144,Web application security audit,ISO 27001,standard,447,173154,26,0,17,9,40
Project_2145,Web application security audit,PCI-DSS,standard,309,72682,6,2,2,2,70
Project_2146,Web application security audit,GDPR,deep,123,392665,34,3,18,13,40
Project_2147,Web application security audit,PCI-DSS,standard,205,96316,35,1,11,23,40
Project_2148,Web application security audit,GDPR,standard,286,386263,9,5,4,0,40
Project_2149,Web application security audit,OWASP,standard,255,430477,7,1,4,2,72
Project_2150,Web application security audit,PCI-DSS,deep,21,389452,27,3,13,11,40
Project_2151,Web application security audit,GDPR,deep,238,23256,0,0,0,0,100
Project_2152,Web application security audit,PCI-DSS,standard,497,311327,38,2,19,17,40
Project_2153,Web application security audit,GDPR,deep,118,228089,31,0,6,25,51
Project_2154,Web application security audit,ISO 27001,deep,81,64847,18,0,2,16,76
Project_2155,Web application security audit,OWASP,standard,306,155335,38,1,36,1,40
Project_2156,Web application security audit,GDPR,deep,326,260896,19,1,16,2,40
Project_2157,Web application security audit,PCI-DSS,standard,270,414321,28,2,15,11,40
Project_2158,Web application security audit,GDPR,deep,20,426267,40,3,29,8,40
Project_2159,Web application security audit,OWASP,deep,413,64711,20,1,14,5,40
Project_2160,Web application security audit,PCI-DSS,deep,415,99644,39,0,4,35,49
Project_2161,Web application security audit,PCI-DSS,deep,328,296403,32,0,9,23,41
Project_2162,Web application security audit,PCI-DSS,standard,410,360059,13,3,9,1,40
Project_2163,Web application security audit,ISO 27001,standard,348,259407,4,1,0,3,87
Project_2164,Web application security audit,PCI-DSS,deep,70,378869,14,5,4,5,40
Project_2165,Web application security audit,OWASP,deep,94,360863,20,2,4,14,50
Project_2166,Web application security audit,GDPR,standard,440,369020,36,0,25,11,40
Project_2167,Web application security audit,PCI-DSS,standard,110,380412,34,0,27,7,40
Project_2168,Web application security audit,GDPR,standard,62,121243,35,0,33,2,40
Project_2169,Web application security audit,GDPR,standard,59,171952,2,0,2,0,92
Project_2170,Web application security audit,PCI-DSS,standard,432,335927,22,3,14,5,40
Project_2171,Web application security audit,GDPR,standard,100,369681,2,0,1,1,95
Project_2172,Web application security audit,ISO 27001,deep,260,451463,38,4,13,21,40
Project_2173,Web application security audit,OWASP,deep,326,106834,17,4,10,3,40
Project_2174,Web application security audit,PCI-DSS,deep,32,478639,27,2,0,25,55
Project_2175,Web application security audit,OWASP,standard,287,364360,22,4,18,0,40
Project_2176,Web application security audit,GDPR,deep,139,247004,16,2,11,3,40
Project_2177,Web application security audit,OWASP,deep,476,301585,37,5,14,18,40
Project_2178,Web application security audit,PCI-DSS,deep,443,2578,17,0,5,12,68
Project_2179,Web application security audit,OWASP,deep,91,306695,34,2,5,27,40
Project_2180,Web application security audit,ISO 27001,standard,419,3473,8,3,4,1,53
Project_2181,Web application security audit,GDPR,deep,255,46369,26,2,15,9,40
Project_2182,Web application security audit,PCI-DSS,standard,154,257604,37,5,0,32,40
Project_2183,Web application security audit,PCI-DSS,standard,39,469880,35,4,2,29,40
Project_2184,Web application security audit,GDPR,standard,294,428610,34,2,3,29,40
Project_2185,Web application security audit,ISO 27001,deep,467,303954,4,0,2,2,90
Project_2186,Web application security audit,PCI-DSS,deep,123,210022,12,0,12,0,52
Project_2187,Web application security audit,PCI-DSS,standard,72,60937,10,0,8,2,66
Project_2188,Web application security audit,OWASP,deep,20,280737,17,1,3,13,65
Project_2189,Web application security audit,OWASP,deep,476,487546,19,5,4,10,40
Project_2190,Web application security audit,GDPR,standard,411,211061,21,3,14,4,40
Project_2191,Web application security audit,PCI-DSS,standard,258,422026,29,0,5,24,56
Project_2192,Web application security audit,OWASP,standard,360,373336,15,2,3,10,58
Project_2193,Web application security audit,ISO 27001,standard,89,26781,27,3,0,24,46
Project_2194,Web application security audit,ISO 27001,standard,262,175808,9,0,4,5,79
Project_2195,Web application security audit,ISO 27001,deep,325,292495,3,2,0,1,79
Project_2196,Web application security audit,GDPR,deep,221,163601,22,0,20,2,40
Project_2197,Web application security audit,GDPR,standard,341,474024,28,1,22,5,40
Project_2198,Web application security audit,GDPR,standard,72,34710,26,0,6,20,56
Project_2199,Web application security audit,GDPR,deep,157,149359,32,4,11,17,40
Project_2200,Web application security audit,ISO 27001,deep,264,435934,27,3,13,11,40
Project_2201,Web application security audit,PCI-DSS,standard,171,140807,26,2,14,10,40
Project_2202,Web application security audit,ISO 27001,standard,129,47706,24,4,13,7,40
Project_2203,Web application security audit,PCI-DSS,deep,242,448261,23,4,18,1,40
Project_2204,Web application security audit,OWASP,standard,432,81497,35,5,1,29,40
Project_2205,Web application security audit,ISO 27001,deep,82,118341,4,4,0,0,60
Project_2206,Web application security audit,OWASP,standard,239,343643,12,3,4,5,49
Project_2207,Web application security audit,ISO 27001,deep,66,423571,25,2,5,18,42
Project_2208,Web application security audit,OWASP,standard,443,88536,14,2,7,5,47
Project_2209,Web application security audit,ISO 27001,standard,201,1107,28,0,14,14,40
Project_2210,Web application security audit,PCI-DSS,standard,342,402021,6,2,0,4,76
Project_2211,Web application security audit,GDPR,standard,292,398675,27,0,14,13,40
Project_2212,Web application security audit,ISO 27001,deep,29,391613,11,1,4,6,68
Project_2213,Web application security audit,PCI-DSS,deep,283,461630,8,3,4,1,53
Project_2214,Web application security audit,ISO 27001,standard,144,119476,22,2,6,14,42
Project_2215,Web application security audit,GDPR,deep,286,182069,33,4,5,24,40
Project_2216,Web application security audit,OWASP,standard,106,187928,38,0,35,3,40
Project_2217,Web application security audit,OWASP,standard,244,395813,35,1,9,25,40
Project_2218,Web application security audit,OWASP,deep,246,244791,1,0,1,0,96
Project_2219,Web application security audit,PCI-DSS,deep,348,411397,12,1,9,2,52
Project_2220,Web application security audit,ISO 27001,standard,10,44100,36,1,3,32,46
Project_2221,Web application security audit,OWASP,standard,133,489376,21,0,16,5,40
Project_2222,Web application security audit,PCI-DSS,deep,478,438032,6,1,4,1,73
Project_2223,Web application security audit,OWASP,deep,87,154012,20,4,6,10,40
Project_2224,Web application security audit,PCI-DSS,deep,116,237888,7,2,3,2,66
Project_2225,Web application security audit,GDPR,standard,255,166093,29,0,4,25,59
Project_2226,Web application security audit,OWASP,deep,71,283096,1,1,0,0,90
Project_2227,Web application security audit,GDPR,deep,193,180742,38,4,6,28,40
Project_2228,Web application security audit,OWASP,deep,172,256404,15,2,0,13,67
Project_2229,Web application security audit,GDPR,standard,276,192089,37,1,9,27,40
Project_2230,Web application security audit,GDPR,deep,83,169725,7,2,0,5,75
Project_2231,Web application security audit,GDPR,deep,196,479895,20,4,2,14,40
Project_2232,Web application security audit,ISO 27001,standard,113,50691,31,5,13,13,40
Project_2233,Web application security audit,GDPR,standard,247,421725,17,4,3,10,40
Project_2234,Web application security audit,PCI-DSS,deep,22,54713,23,2,8,13,40
Project_2235,Web application security audit,PCI-DSS,standard,33,111289,27,5,13,9,40
Project_2236,Web application security audit,ISO 27001,standard,484,79135,27,0,14,13,40
Project_2237,Web application security audit,OWASP,standard,491,238876,18,3,8,7,40
Project_2238,Web application security audit,GDPR,standard,279,86422,14,2,6,6,50
Project_2239,Web application security audit,GDPR,deep,318,328026,25,1,3,21,57
Project_2240,Web application security audit,OWASP,deep,166,185650,22,4,17,1,40
Project_2241,Web application security audit,GDPR,deep,450,64675,23,5,5,13,40
Project_2242,Web application security audit,ISO 27001,standard,224,29833,4,1,1,2,84
Project_2243,Web application security audit,PCI-DSS,standard,55,253062,5,5,0,0,50
Project_2244,Web application security audit,GDPR,deep,58,8648,3,0,2,1,91
Project_2245,Web application security audit,GDPR,standard,267,249403,14,3,0,11,59
Project_2246,Web application security audit,GDPR,deep,172,419824,1,1,0,0,90
Project_2247,Web application security audit,OWASP,deep,216,378382,2,0,2,0,92
Project_2248,Web application security audit,PCI-DSS,deep,133,273916,40,0,7,33,40
Project_2249,Web application security audit,OWASP,deep,272,130885,40,0,6,34,42
Project_2250,Web application security audit,ISO 27001,deep,349,150366,15,2,5,8,52
Project_2251,Web application security audit,ISO 27001,standard,482,317129,36,5,30,1,40
Project_2252,Web application security audit,OWASP,deep,392,424852,13,0,10,3,57
Project_2253,Web application security audit,ISO 27001,deep,61,119980,9,3,3,3,55
Project_2254,Web application security audit,PCI-DSS,deep,45,26313,26,2,5,19,41
Project_2255,Web application security audit,ISO 27001,standard,202,47893,37,3,20,14,40
Project_2256,Web application security audit,PCI-DSS,standard,245,206208,20,3,4,13,41
Project_2257,Web application security audit,ISO 27001,deep,478,449364,1,1,0,0,90
Project_2258,Web application security audit,PCI-DSS,deep,334,5152,27,2,25,0,40
Project_2259,Web application security audit,PCI-DSS,deep,116,71312,5,5,0,0,50
Project_2260,Web application security audit,ISO 27001,standard,198,326733,2,2,0,0,80
Project_2261,Web application security audit,GDPR,standard,430,194661,0,0,0,0,100
Project_2262,Web application security audit,ISO 27001,deep,364,49991,6,5,0,1,49
Project_2263,Web application security audit,OWASP,standard,371,498147,32,2,15,15,40
Project_2264,Web application security audit,GDPR,deep,473,6865,4,2,1,1,75
Project_2265,Web application security audit,ISO 27001,standard,481,415659,35,1,5,29,41
Project_2266,Web application security audit,GDPR,standard,324,403637,34,4,25,5,40
Project_2267,Web application security audit,GDPR,deep,295,339137,18,5,0,13,40
Project_2268,Web application security audit,OWASP,standard,426,476629,18,4,8,6,40
Project_2269,Web application security audit,ISO 27001,deep,453,52395,12,4,8,0,40
Project_2270,Web application security audit,OWASP,standard,230,281015,18,5,4,9,40
Project_2271,Web application security audit,GDPR,deep,34,304686,15,1,8,6,52
Project_2272,Web application security audit,PCI-DSS,standard,121,4988,3,2,1,0,76
Project_2273,Web application security audit,PCI-DSS,standard,370,167408,32,3,24,5,40
Project_2274,Web application security audit,GDPR,deep,118,362084,10,3,0,7,63
Project_2275,Web application security audit,PCI-DSS,deep,364,413635,18,2,15,1,40
Project_2276,Web application security audit,ISO 27001,standard,65,219966,27,2,16,9,40
Project_2277,Web application security audit,GDPR,deep,457,448924,19,1,11,7,40
Project_2278,Web application security audit,GDPR,deep,198,304515,35,2,4,29,40
Project_2279,Web application security audit,PCI-DSS,deep,48,306905,10,2,4,4,60
Project_2280,Web application security audit,PCI-DSS,deep,177,17283,9,5,3,1,40
Project_2281,Web application security audit,ISO 27001,standard,239,412227,0,0,0,0,100
Project_2282,Web application security audit,ISO 27001,deep,43,118561,6,4,1,1,55
Project_2283,Web application security audit,PCI-DSS,standard,475,429816,3,2,1,0,76
Project_2284,Web application security audit,GDPR,standard,184,237855,10,0,6,4,72
Project_2285,Web application security audit,ISO 27001,deep,270,464914,2,2,0,0,80
Project_2286,Web application security audit,OWASP,standard,177,198060,35,4,5,26,40
Project_2287,Web application security audit,GDPR,standard,332,253741,26,5,11,10,40
Project_2288,Web application security audit,OWASP,standard,72,18317,39,4,32,3,40
Project_2289,Web application security audit,ISO 27001,standard,57,458192,30,3,7,20,40
Project_2290,Web application security audit,PCI-DSS,deep,375,162305,9,4,1,4,52
Project_2291,Web application security audit,GDPR,standard,174,308026,15,3,8,4,40
Project_2292,Web application security audit,GDPR,deep,377,476829,35,0,22,13,40
Project_2293,Web application security audit,ISO 27001,deep,24,24058,2,2,0,0,80
Project_2294,Web application security audit,GDPR,deep,30,323294,21,4,6,11,40
Project_2295,Web application security audit,OWASP,deep,463,295078,22,2,12,8,40
Project_2296,Web application security audit,OWASP,standard,244,174388,16,0,2,14,78
Project_2297,Web application security audit,ISO 27001,deep,78,374678,34,3,10,21,40
Project_2298,Web application security audit,PCI-DSS,standard,329,492322,39,4,20,15,40
Project_2299,Web application security audit,OWASP,deep,312,202128,32,2,7,23,40
Project_2300,Web application security audit,GDPR,standard,117,379495,2,0,0,2,98
Project_2301,Web application security audit,ISO 27001,deep,21,371594,11,3,6,2,44
Project_2302,Web application security audit,OWASP,standard,172,8143,40,0,23,17,40
Project_2303,Web application security audit,GDPR,deep,100,398859,31,1,29,1,40
Project_2304,Web application security audit,OWASP,standard,472,253575,22,5,2,15,40
Project_2305,Web application security audit,GDPR,standard,460,425390,34,3,6,25,40
Project_2306,Web application security audit,ISO 27001,deep,272,91497,35,3,27,5,40
Project_2307,Web application security audit,GDPR,deep,147,360279,17,5,12,0,40
Project_2308,Web application security audit,ISO 27001,deep,368,244051,35,0,7,28,44
Project_2309,Web application security audit,GDPR,standard,261,3504,40,1,19,20,40
Project_2310,Web application security audit,OWASP,standard,214,34431,16,4,0,12,48
Project_2311,Web application security audit,PCI-DSS,standard,390,58816,37,1,12,24,40
